pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
4833_ID,chr6,153177800,153177879,ENST00000577204.1,AL133269.1,miRNA,NA,chr6,153076037,153196967,ENST00000666093.1_3,LINC02840,lncRNA,NA,NA
4834_ID,chr9,119330727,119348607,ENST00000423715.1_1,AL133284.1,lncRNA,0.8252,chr9,119187506,120177348,ENST00000361209.6_5,ASTN2,protein_coding,0.9622,0.29448744
4835_ID,chr16,1629242,1630309,ENST00000568149.1_3,AL133297.1,lncRNA,0.7584,chr16,1560427,1662073,ENST00000426508.7_5,IFT140,protein_coding,0.887,0.029784537
4836_ID,chr16,1630527,1660329,ENST00000563162.1_1,AL133297.2,lncRNA,0.7997,chr16,1560427,1662073,ENST00000426508.7_5,IFT140,protein_coding,0.887,0.681070036
4837_ID,chr14,36416761,36419250,ENST00000548199.1_3,AL133304.1,lncRNA,0.8641,chr14,36367141,36534278,ENST00000550089.2_2,AL133304.3,lncRNA,0.9867,0.021376586
4838_ID,chr14,36530231,36536396,ENST00000546376.1_3,AL133304.2,lncRNA,0.9589,chr14,36467785,36537467,ENST00000665409.1_1,AL133304.3,lncRNA,0.9723,0.219826072
4839_ID,chr14,69160372,69162451,ENST00000663643.1_3,AL133313.1,lncRNA,0.9393,chr14,68286545,69196935,ENST00000488612.5_2,RAD51B,protein_coding,0.8911,0.599558455
4840_ID,chr6,136128285,136129604,ENST00000447848.1_3,AL133319.1,lncRNA,0.9484,chr6,135818929,136135128,ENST00000655302.1_1,LINC00271,lncRNA,0.8291,0.442809685
4841_ID,chr1,67587287,67589639,ENST00000621423.1_1,AL133320.2,lncRNA,0.9173,chr1,67557847,67697535,ENST00000371007.6_4,C1orf141,protein_coding,0.9545,0.543217066
4842_ID,chr11,35234096,35235554,ENST00000510619.2_1,AL133330.1,lncRNA,0.8327,chr11,35231889,35236532,ENST00000528869.1_3,CD44-AS1,lncRNA,0.8053,0.015241297
4843_ID,chr11,35234096,35235554,ENST00000510619.2_1,AL133330.1,lncRNA,0.8327,chr11,35160717,35253949,ENST00000263398.11_2,CD44,protein_coding,0.8698,0.462767113
4844_ID,chr20,12916909,12921550,ENST00000651029.1_1,AL133331.1,lncRNA,0.9538,chr20,12845849,12933167,ENST00000456265.1_3,LINC01722,lncRNA,0.6527,0.32841537
4845_ID,chr20,31169764,31181702,ENST00000457213.1_1,AL133343.1,lncRNA,0.9606,chr20,31152793,31196692,ENST00000375671.7_1,NOL4L-DT,lncRNA,0.9976,0.339140051
4846_ID,chr20,31148894,31161690,ENST00000413983.1_1,AL133343.2,lncRNA,0.97,chr20,31030864,31172692,ENST00000621426.6_4,NOL4L,protein_coding,0.9254,0.328938502
4847_ID,chr14,100443451,100444435,ENST00000556978.1_3,AL133368.2,lncRNA,0.9308,chr14,100437785,100610573,ENST00000402714.6_3,EVL,protein_coding,0.8825,-0.287226616
4848_ID,chr14,68591720,68596913,ENST00000554679.1_3,AL133370.1,lncRNA,0.9305,chr14,68286545,69196935,ENST00000488612.5_2,RAD51B,protein_coding,0.8911,-0.082564678
4849_ID,chr14,30409950,30449418,ENST00000553082.1_1,AL133372.3,lncRNA,0.8593,chr14,30133017,30661104,ENST00000549503.1_5,PRKD1,protein_coding,0.9615,0.184968459
4850_ID,chr6,43181538,43191598,ENST00000500590.1_3,AL133375.1,lncRNA,0.9094,chr6,43149921,43192325,ENST00000515773.5_1,CUL9,retained_intron,0.7478,0.039680298
4851_ID,chr11,31195470,31195552,ENST00000516159.1,AL133376.1,miRNA,NA,chr11,30900130,31349827,ENST00000597505.5_5,DCDC1,protein_coding,NA,NA
4852_ID,chr1,241803856,241805137,ENST00000653014.1_1,AL133390.1,lncRNA,0.9001,chr1,241757513,241840678,ENST00000463155.5_3,OPN3,processed_transcript,0.9277,0.359995135
4853_ID,chr10,108408656,108436538,ENST00000662495.1_1,AL133395.1,lncRNA,0.9607,chr10,108333420,108924292,ENST00000263054.10_3,SORCS1,protein_coding,0.9446,-0.052761917
4854_ID,chr6,105726890,105729630,ENST00000452363.1_1,AL133406.2,lncRNA,0.726,chr6,105725144,105901937,ENST00000369110.8_4,PREP,protein_coding,0.7477,0.064713065
4855_ID,chr9,35756708,35757937,ENST00000425499.2_3,AL133410.2,lncRNA,0.9896,chr9,35749283,35758582,ENST00000378078.5_2,RGP1,protein_coding,0.7521,-0.258371806
4856_ID,chr10,17275323,17276832,ENST00000456355.1_3,AL133415.1,lncRNA,0.9,chr10,17270239,17279592,ENST00000544301.7_3,VIM,protein_coding,0.8877,0.602644985
4857_ID,chr14,55151470,55154636,ENST00000655147.2_3,AL133444.1,lncRNA,0.9826,chr14,55033845,55260030,ENST00000554335.6_4,SAMD4A,protein_coding,0.9082,0.176764753
4858_ID,chr14,70083838,70084365,ENST00000611191.1_1,AL133445.2,lncRNA,0.79,chr14,70078312,70181861,ENST00000342745.5_2,SUSD6,protein_coding,0.763,0.084395877
4859_ID,chr14,53107556,53108284,ENST00000554055.1_1,AL133453.1,lncRNA,0.9068,chr14,53106632,53162276,ENST00000395686.8_4,ERO1A,protein_coding,0.6223,0.319234105
4860_ID,chr9,35491129,35491966,ENST00000660258.1_3,AL133476.1,lncRNA,0.8288,chr9,35490107,35561892,ENST00000361226.8_2,RUSC2,protein_coding,0.8099,0.235990318
4861_ID,chr9,99179005,99179659,ENST00000658405.1_1,AL133477.1,lncRNA,0.7875,chr9,99148222,99180652,ENST00000375256.5_4,ZNF367,protein_coding,0.9208,0.14957265
4862_ID,chr9,6415144,6449558,ENST00000411561.1_3,AL133480.1,lncRNA,0.9411,chr9,6413150,6507054,ENST00000468435.6_1,UHRF2,nonsense_mediated_decay,0.8251,0.451046514
4863_ID,chr10,81142083,81169030,ENST00000438554.2_1,AL133481.1,lncRNA,0.9824,chr10,81142080,81205380,ENST00000372336.4_4,ZCCHC24,protein_coding,0.7049,0.154236653
4864_ID,chr14,51288597,51290219,ENST00000555966.1_1,AL133485.2,lncRNA,0.9595,chr14,51186480,51297880,ENST00000530997.7_6,NIN,protein_coding,0.7794,0.129114267
4865_ID,chr21,47179717,47183672,ENST00000617854.1_1,AL133492.1,lncRNA,0.9533,chr21,47063607,47362368,ENST00000400314.5_5,PCBP3,protein_coding,0.9728,0.090239516
4866_ID,chr21,47027299,47029108,ENST00000655224.1_1,AL133493.2,lncRNA,0.9477,chr21,47016277,47045589,ENST00000651182.1_3,AL133493.1,lncRNA,0.9091,0.500770812
4867_ID,chr21,46520401,46521009,ENST00000596207.2_2,AL133499.1,lncRNA,0.9915,chr21,46494494,46646475,ENST00000348831.9_2,ADARB1,protein_coding,0.8436,0.143339056
4868_ID,chr20,45310314,45311014,ENST00000610430.1_1,AL133520.1,lncRNA,0.7219,chr20,45216781,45313106,ENST00000372121.5_4,SLC13A3,protein_coding,0.9509,0.072962959
4869_ID,chr1,186145945,186146434,ENST00000428391.1_3,AL133553.1,lncRNA,0.8501,chr1,185703522,186160081,ENST00000271588.9_2,HMCN1,protein_coding,0.876,0.352111017
4870_ID,chr14,88034524,88035743,ENST00000554205.1_1,AL135746.1,lncRNA,0.9304,chr14,87819413,88039366,ENST00000557070.1_3,LINC02296,lncRNA,0.957,0.508682644
4871_ID,chrX,130519426,130541057,ENST00000668852.1_3,AL135784.1,lncRNA,0.9252,chrX,130407484,130712873,ENST00000370904.6_5,IGSF1,protein_coding,0.8516,-0.138654312
4872_ID,chr9,114336471,114337707,ENST00000450154.1_1,AL135787.1,lncRNA,0.979,chr9,114312001,114362115,ENST00000538962.7_4,PTGR1,protein_coding,0.9494,0.332828026
4873_ID,chr9,114336471,114337707,ENST00000450154.1_1,AL135787.1,lncRNA,0.979,chr9,114287438,114340124,ENST00000358151.8_1,ZNF483,protein_coding,0.8297,0.619214798
4874_ID,chr14,91709278,91718555,ENST00000554096.2_1,AL135818.1,lncRNA,0.7939,chr14,91698875,91720269,ENST00000531499.2_4,GPR68,protein_coding,0.8134,0.384956793
4875_ID,chr14,100872935,100875265,ENST00000556080.2_2,AL135838.1,lncRNA,0.781,chr14,100842775,100996640,ENST00000402312.7_1,WDR25,protein_coding,0.803,-0.010913722
4876_ID,chr9,35922155,35925551,ENST00000668812.1_3,AL135841.1,lncRNA,0.7868,chr9,35909488,35937150,ENST00000638062.1_1,SPAAR,nonsense_mediated_decay,0.9055,0.504370312
4877_ID,chr6,64280909,64282313,ENST00000584934.1_1,AL135905.1,lncRNA,0.7916,chr6,64231650,64293282,ENST00000648894.1_2,PTP4A1,protein_coding,0.9763,0.330399105
4878_ID,chr6,169826514,169852570,ENST00000607876.2_4,AL135910.1,lncRNA,0.676,chr6,169820063,170102143,ENST00000648086.1_3,AL031315.1,protein_coding,0.9432,0.235612724
4879_ID,chr9,7930826,7935137,ENST00000413066.1_3,AL135923.1,lncRNA,0.9921,chr9,7914513,7961224,ENST00000668681.1_3,AL135923.2,lncRNA,0.9834,0.83223972
4880_ID,chr1,168867870,168872074,ENST00000661054.1_1,AL135926.2,lncRNA,0.9631,chr1,168665111,169072514,ENST00000650631.1_3,AL135926.1,lncRNA,0.8655,0.32479539
4881_ID,chr20,10733925,10745934,ENST00000418690.1_3,AL135937.1,lncRNA,0.8393,chr20,10653575,10972290,ENST00000605292.5_1,AL050403.2,lncRNA,0.8202,0.240106921
4882_ID,chr1,47691468,47696422,ENST00000422216.1_1,AL135960.1,lncRNA,0.8207,chr1,47681961,47697387,ENST00000371884.6_3,TAL1,protein_coding,0.7823,0.830822706
4883_ID,chr14,67750465,67760790,ENST00000659676.1_3,AL135978.1,lncRNA,0.804,chr14,67707429,67802515,ENST00000677382.1_1,MPP5,protein_coding,0.9255,0.079607263
4884_ID,chr14,23999890,24001576,ENST00000622438.1_1,AL135999.2,lncRNA,0.8004,chr14,23982025,24029987,ENST00000553985.1_1,ZFHX2-AS1,lncRNA,0.7154,-0.014674429
4885_ID,chr14,23999890,24001576,ENST00000622438.1_1,AL135999.2,lncRNA,0.8004,chr14,23990065,24020974,ENST00000419474.5_4,ZFHX2,protein_coding,0.9445,0.439927142
4886_ID,chr14,104447134,104447220,ENST00000580575.1,AL136001.1,miRNA,NA,chr14,104394792,104519004,ENST00000409874.9_2,TDRD9,protein_coding,NA,NA
4887_ID,chr14,64065591,64065966,ENST00000553983.1_1,AL136038.2,lncRNA,1,chr14,64063756,64108579,ENST00000394942.2_4,WDR89,protein_coding,0.8694,-0.219623661
4888_ID,chr9,101705618,101706057,ENST00000605631.1_1,AL136084.2,lncRNA,0.9388,chr9,101705460,101706470,ENST00000467052.1_1,COL15A1,processed_transcript,0.9255,0.775009849
4889_ID,chr1,32379173,32380745,ENST00000391369.1,AL136115.1,protein_coding,NA,chr1,32372021,32403969,ENST00000647444.2_4,PTP4A2,protein_coding,NA,NA
4890_ID,chr6,43738165,43738353,ENST00000607600.1_1,AL136131.3,lncRNA,0.8607,chr6,43737949,43754224,ENST00000372067.8_3,VEGFA,protein_coding,0.7816,0.682183234
4891_ID,chr11,35993977,36010557,ENST00000534594.1_1,AL136146.2,lncRNA,0.9094,chr11,35965611,36253686,ENST00000315571.6_2,LDLRAD3,protein_coding,0.8549,-0.098275812
4892_ID,chr6,72038644,72039509,ENST00000456795.1_1,AL136164.1,lncRNA,0.9194,chr6,72004875,72127139,ENST00000602823.1_3,AL136164.2,lncRNA,0.9079,0.182298779
4893_ID,chr1,231903209,231983412,ENST00000651424.1_3,AL136171.2,lncRNA,0.7956,chr1,231762535,232177018,ENST00000439617.8_7,DISC1,protein_coding,0.8713,0.019584928
4894_ID,chr13,113993764,113994273,ENST00000621449.1_1,AL136221.1,lncRNA,0.9466,chr13,113978478,114018463,ENST00000620217.4_3,GRTP1,protein_coding,0.8846,0.533596908
4895_ID,chr6,164377330,164381219,ENST00000670784.1_3,AL136225.1,lncRNA,0.9723,chr6,164348153,164431012,ENST00000659063.1_3,AL078602.1,lncRNA,0.8315,0.354830701
4896_ID,chr14,24608653,24609653,ENST00000558478.1_1,AL136295.2,lncRNA,0.7787,chr14,24608173,24610800,ENST00000216799.9_4,EMC9,protein_coding,0.8562,-0.138668322
4897_ID,chr14,24667638,24668296,ENST00000610486.1_1,AL136295.6,lncRNA,0.8573,chr14,24658362,24682679,ENST00000530611.1_6,AL136295.1,protein_coding,0.865,-0.268482883
4898_ID,chr14,24670817,24672017,ENST00000619226.1_1,AL136295.7,lncRNA,0.5651,chr14,24658362,24682679,ENST00000530611.1_6,AL136295.1,protein_coding,0.865,-0.064041789
4899_ID,chr14,32842542,32887169,ENST00000557371.1_3,AL136298.1,lncRNA,0.919,chr14,32798503,33306890,ENST00000280979.9_4,AKAP6,protein_coding,0.9042,0.525568494
4900_ID,chr6,20422548,20422632,ENST00000517140.1,AL136303.1,miRNA,NA,chr6,20402109,20493945,ENST00000346618.8_3,E2F3,protein_coding,NA,NA
4901_ID,chr10,11210884,11213339,ENST00000417273.1_3,AL136320.1,lncRNA,0.879,chr10,10840359,11373149,ENST00000637215.1_2,CELF2,protein_coding,0.8977,0.23101962
4902_ID,chr1,197407105,197416599,ENST00000422250.1_3,AL136322.1,lncRNA,0,chr1,197237333,197447584,ENST00000535699.5_3,CRB1,protein_coding,0.9951,NA
4903_ID,chr4,2141399,2142785,ENST00000502636.1_1,AL136360.2,lncRNA,0.8915,chr4,2080724,2244003,ENST00000672739.1_3,HAUS3,nonsense_mediated_decay,0.8651,0.138325882
4904_ID,chr4,2141399,2142785,ENST00000502636.1_1,AL136360.2,lncRNA,0.8915,chr4,2073644,2243848,ENST00000511885.6_5,POLN,protein_coding,1,-0.092871394
4905_ID,chr9,14317071,14358489,ENST00000671131.1_3,AL136366.1,lncRNA,0.9523,chr9,14087858,14398982,ENST00000380934.8_3,NFIB,protein_coding,1,0.280589522
4906_ID,chr10,11052126,11053082,ENST00000437825.1_3,AL136369.1,lncRNA,0.933,chr10,10840359,11373149,ENST00000637215.1_2,CELF2,protein_coding,0.8977,0.501631318
4907_ID,chr10,11002110,11012779,ENST00000420825.2_4,AL136369.2,lncRNA,0.9208,chr10,10840359,11373149,ENST00000637215.1_2,CELF2,protein_coding,0.8977,0.681348439
4908_ID,chr1,45378739,45378844,ENST00000579017.1,AL136380.1,miRNA,NA,chr1,45316193,45452394,ENST00000620860.4_3,EIF2B3,protein_coding,NA,NA
4909_ID,chr14,24439139,24520586,ENST00000558293.7_3,AL136419.1,lncRNA,0.8322,chr14,24407970,24521718,ENST00000656462.1_3,DHRS4-AS1,lncRNA,1,0.125971866
4910_ID,chr14,24476393,24496991,ENST00000658653.1_1,AL136419.3,lncRNA,0.7114,chr14,24439139,24520586,ENST00000558293.7_3,AL136419.1,lncRNA,0.8322,-0.300549842
4911_ID,chr14,24476393,24496991,ENST00000658653.1_1,AL136419.3,lncRNA,0.7114,chr14,24407970,24521718,ENST00000656462.1_3,DHRS4-AS1,lncRNA,1,0.075536962
4912_ID,chr13,28241531,28254718,ENST00000611364.2_4,AL136439.1,lncRNA,0.9469,chr13,28196011,28318374,ENST00000636817.1_1,POLR1D,protein_coding,0.4847,0.544087746
4913_ID,chr6,114598548,114598642,ENST00000408672.1,AL136446.1,miRNA,NA,chr6,114290864,114661902,ENST00000519104.5_1,HDAC2-AS2,lncRNA,NA,NA
4914_ID,chr6,114598548,114598642,ENST00000408672.1,AL136446.1,miRNA,NA,chr6,114376749,114664209,ENST00000312719.9_3,HS3ST5,protein_coding,NA,NA
4915_ID,chr20,12286260,12297133,ENST00000442389.1_3,AL136460.1,lncRNA,0.9596,chr20,12223955,12298869,ENST00000654812.1_3,AL109838.1,lncRNA,0.9275,0.426327811
4916_ID,chr14,88277325,88304683,ENST00000555913.1_1,AL136501.1,lncRNA,0.9842,chr14,88176762,88338635,ENST00000554305.5_3,AL359237.1,lncRNA,0.9862,1
4917_ID,chr13,101189618,101191821,ENST00000624456.1_1,AL136526.1,lncRNA,0.7641,chr13,101184748,101241782,ENST00000492399.5_5,GGACT,protein_coding,0.9729,-0.021503279
4918_ID,chr13,101189618,101191821,ENST00000624456.1_1,AL136526.1,lncRNA,0.7641,chr13,101187994,101232366,ENST00000454752.3_3,AL356966.1,lncRNA,0.9236,0.484278888
4919_ID,chr20,1342265,1343229,ENST00000412497.1_1,AL136531.1,lncRNA,0.6967,chr20,1306048,1359378,ENST00000609470.6_2,SDCBP2-AS1,lncRNA,0.7143,0.200582689
4920_ID,chr20,1342265,1343229,ENST00000412497.1_1,AL136531.1,lncRNA,0.6967,chr20,1298214,1373730,ENST00000618770.1_3,AL136531.2,processed_transcript,0.9622,0.141785931
4921_ID,chr13,108522730,108525720,ENST00000622038.1_1,AL136964.1,lncRNA,0.8834,chr13,108521170,108585851,ENST00000663056.1_1,AL359436.1,lncRNA,0.9067,0.534041733
4922_ID,chr9,673477,685555,ENST00000421645.2_3,AL136979.1,lncRNA,0.7326,chr9,470290,746105,ENST00000382303.5_1,KANK1,protein_coding,0.8827,-0.207810742
4923_ID,chr9,5719020,5720244,ENST00000426764.1_3,AL136980.1,lncRNA,0.7614,chr9,5629106,5776557,ENST00000414202.7_2,RIC1,protein_coding,0.5352,-0.130541271
4924_ID,chr10,88769541,88775539,ENST00000451760.1_3,AL136982.2,lncRNA,0.9367,chr10,88753188,88784489,ENST00000444180.3_1,AL136982.6,lncRNA,0.883,-0.261596953
4925_ID,chr10,88873710,88875280,ENST00000454709.1_1,AL136982.3,lncRNA,0.8959,chr10,88854952,88951220,ENST00000298784.5_4,SHLD2,protein_coding,0.6874,0.29769815
4926_ID,chr10,88729993,88730583,ENST00000609363.1_3,AL136982.7,lncRNA,0.9429,chr10,88728246,88743691,ENST00000561504.1_1,ADIRF,nonsense_mediated_decay,0,NA
4927_ID,chr10,88729993,88730583,ENST00000609363.1_3,AL136982.7,lncRNA,0.9429,chr10,88725496,88731068,ENST00000418273.2_3,ADIRF-AS1,lncRNA,0.842,0.22059557
4928_ID,chr1,167348344,167350237,ENST00000607611.1_1,AL136984.1,lncRNA,0.8408,chr1,167190126,167396582,ENST00000271411.8_1,POU2F1,nonsense_mediated_decay,0.9391,0.459852707
4929_ID,chr1,59278479,59279014,ENST00000607372.1_1,AL136985.2,lncRNA,0.8368,chr1,59250799,59366777,ENST00000649834.1_1,LINC01135,lncRNA,0.8537,0.404777777
4930_ID,chr1,192486319,192507232,ENST00000642657.1_3,AL136987.1,lncRNA,0.9769,chr1,192356761,192598215,ENST00000642855.1_3,AL390957.1,lncRNA,0.8843,0.160760032
4931_ID,chr1,230416057,230417639,ENST00000414640.1_3,AL136988.1,lncRNA,1,chr1,230202984,230417868,ENST00000366672.5_2,GALNT2,protein_coding,0.8606,-0.025178987
4932_ID,chr1,230394439,230407846,ENST00000440729.2_4,AL136988.2,lncRNA,0.9501,chr1,230202984,230417868,ENST00000366672.5_2,GALNT2,protein_coding,0.8606,0.200366562
4933_ID,chr13,113819315,113819497,ENST00000600642.1_1,AL137002.1,lncRNA,0.8326,chr13,113812961,113826700,ENST00000342783.5_3,PROZ,protein_coding,0.9915,0.509770787
4934_ID,chr6,164126968,164135338,ENST00000648257.1_3,AL137005.1,lncRNA,0.9941,chr6,164092640,164195662,ENST00000657614.1_3,AL078602.1,lncRNA,0.97,0.734803445
4935_ID,chr9,77245709,77256674,ENST00000658390.1_3,AL137018.1,lncRNA,0.8645,chr9,77112250,77308093,ENST00000376896.8_2,RORB,protein_coding,0.9485,-0.058032998
4936_ID,chr9,119050896,119080968,ENST00000451100.1_3,AL137024.1,lncRNA,0.8837,chr9,118916069,119164600,ENST00000328252.4_2,PAPPA,protein_coding,0.8959,0.095854767
4937_ID,chr13,50699951,50702599,ENST00000618151.1_1,AL137060.3,lncRNA,0.945,chr13,50656306,51102670,ENST00000467721.5_3,DLEU1,lncRNA,0.9413,0.513053287
4938_ID,chr9,102121617,102134169,ENST00000662751.1_1,AL137067.3,lncRNA,0.9274,chr9,102117691,102137509,ENST00000604258.5_3,NAMA,lncRNA,0.9026,0.602892478
4939_ID,chr9,3875583,3878809,ENST00000422150.1_1,AL137071.1,lncRNA,1,chr9,3824126,4300068,ENST00000381971.8_6,GLIS3,protein_coding,0.9961,0.488752833
4940_ID,chr14,57420884,57527433,ENST00000670848.1_3,AL137100.3,lncRNA,0.9558,chr14,57279988,57618895,ENST00000554725.1_1,OTX2-AS1,lncRNA,0.8133,-0.29825256
4941_ID,chr13,100488066,100493504,ENST00000670400.1_3,AL137139.3,lncRNA,0.9599,chr13,100258922,100549388,ENST00000376355.7_3,CLYBL,protein_coding,0.8848,0.1425713
4942_ID,chr13,78143309,78160947,ENST00000654937.1_3,AL137140.1,lncRNA,0.9601,chr13,78109808,78219394,ENST00000535157.5_1,SCEL,protein_coding,0.9676,0.738301191
4943_ID,chr1,172179850,172182639,ENST00000661895.1_3,AL137157.1,lncRNA,0.7962,chr1,171810637,172381857,ENST00000627582.3_2,DNM3,protein_coding,0.9477,0.202748438
4944_ID,chr6,163536722,163558807,ENST00000648584.1_3,AL137182.1,lncRNA,0.8221,chr6,163148163,163736524,ENST00000366889.6_1,PACRG,protein_coding,0.8113,0.077043779
4945_ID,chr10,6067940,6078390,ENST00000440436.1_1,AL137186.1,lncRNA,0.9122,chr10,6052651,6104330,ENST00000379959.8_6,IL2RA,protein_coding,0.9041,0.398455323
4946_ID,chr6,9124453,9162010,ENST00000431369.1_3,AL137220.1,lncRNA,0.9546,chr6,8436265,9294366,ENST00000645747.1_2,HULC,lncRNA,0.8929,0.103713017
4947_ID,chr14,102807305,102807406,ENST00000577622.1,AL137229.1,miRNA,NA,chr14,102783713,102808701,ENST00000558850.5_1,ZNF839,protein_coding,NA,NA
4948_ID,chr14,90095264,90109015,ENST00000553996.2_3,AL137230.1,lncRNA,0.9585,chr14,89878655,90421003,ENST00000555070.1_3,AL137230.2,lncRNA,0.9795,-0.164784758
4949_ID,chr13,76205406,76206271,ENST00000422931.2_1,AL137244.1,lncRNA,0.6006,chr13,76123908,76381256,ENST00000563635.5_1,AL137782.1,lncRNA,0.854,-0.353839113
4950_ID,chr13,76205406,76206271,ENST00000422931.2_1,AL137244.1,lncRNA,0.6006,chr13,76178835,76210130,ENST00000568302.5_3,LMO7-AS1,lncRNA,0.8513,-0.280564286
4951_ID,chr13,76205406,76206271,ENST00000422931.2_1,AL137244.1,lncRNA,0.6006,chr13,76194569,76434006,ENST00000341547.8_3,LMO7,protein_coding,0.9237,-0.08
4952_ID,chr6,130755409,130755498,ENST00000577460.1,AL137251.1,miRNA,NA,chr6,130687161,130764212,ENST00000296978.4_2,TMEM200A,protein_coding,NA,NA
4953_ID,chr14,102299771,102305868,ENST00000556205.1_3,AL137779.1,lncRNA,0.7409,chr14,102228134,102394326,ENST00000422945.6_1,PPP2R5C,protein_coding,0.773,-0.112416808
4954_ID,chr14,102262891,102276658,ENST00000554859.1_3,AL137779.2,lncRNA,0.7764,chr14,102228134,102394326,ENST00000422945.6_1,PPP2R5C,protein_coding,0.773,-0.28992629
4955_ID,chr14,97216031,97221893,ENST00000654725.1_3,AL137786.3,lncRNA,0.7322,chr14,97204357,97256974,ENST00000650059.1_1,LINC02299,lncRNA,1,0.302147848
4956_ID,chr1,207726067,207779900,ENST00000597497.5_3,AL137789.1,lncRNA,1,chr1,207669491,207815110,ENST00000400960.7_4,CR1,protein_coding,0.9346,0.327326835
4957_ID,chr1,207882368,207884853,ENST00000646129.1_3,AL137789.2,lncRNA,0.8758,chr1,207818477,207897048,ENST00000508064.7_2,CR1L,protein_coding,0.9617,0.211642714
4958_ID,chr11,31327231,31336095,ENST00000528872.1_1,AL137804.1,lncRNA,1,chr11,30900130,31349827,ENST00000597505.5_5,DCDC1,protein_coding,0.9862,-0.055428976
4959_ID,chr9,127112734,127112810,ENST00000583657.1,AL137846.1,miRNA,NA,chr9,127019884,127115586,ENST00000373603.5_1,NEK6,protein_coding,NA,NA
4960_ID,chr9,85887194,85891779,ENST00000649946.1_1,AL137847.2,lncRNA,0.7222,chr9,85857904,86153461,ENST00000376438.5_3,FRMD3,protein_coding,0.9435,-0.029741923
4961_ID,chr1,58222755,58222848,ENST00000459042.1,AL137855.1,miRNA,NA,chr1,57463571,59012406,ENST00000485760.5_3,DAB1,processed_transcript,NA,NA
4962_ID,chr14,89623086,89623918,ENST00000612252.1_1,AL138478.1,lncRNA,0.6782,chr14,89622515,90085474,ENST00000345097.8_5,FOXN3,protein_coding,0.7266,0.730769231
4963_ID,chr13,47048380,47067403,ENST00000612699.1_1,AL138686.1,lncRNA,0.9761,chr13,47029266,47090093,ENST00000647744.2_4,LINC01198,lncRNA,1,0.599692544
4964_ID,chr13,107158393,107159061,ENST00000614612.1_1,AL138689.1,lncRNA,0.7871,chr13,107142092,107188010,ENST00000646441.1_3,EFNB2,protein_coding,0.7781,0.483060127
4965_ID,chr13,107158393,107159061,ENST00000614612.1_1,AL138689.1,lncRNA,0.7871,chr13,107144495,107173978,ENST00000646480.1_1,AL138689.2,lncRNA,0.7324,0.518863494
4966_ID,chr13,107144495,107173978,ENST00000646480.1_1,AL138689.2,lncRNA,0.7324,chr13,107142092,107188010,ENST00000646441.1_3,EFNB2,protein_coding,0.7781,0.370421178
4967_ID,chr13,50937283,50937373,ENST00000408271.2,AL138696.1,miRNA,NA,chr13,50656306,51102670,ENST00000467721.5_3,DLEU1,lncRNA,NA,NA
4968_ID,chr13,37608813,37608929,ENST00000408173.1,AL138706.1,miRNA,NA,chr13,37583452,37633850,ENST00000360252.8_6,SUPT20H,protein_coding,NA,NA
